"ts_number","address","city","county","date","price","details","status","page_number","raw_data","row_index","table_index"
"125114-CA","00 AM ENTRANCE OF THE EAST","El Cajon","","09/19/2025","","125114-CA 14651  Puma Trail, Valley Center CA, 92082 09/19/2025 09:00 AM ENTRANCE OF THE EAST COUNTY REGIONAL CENTER, 250 E. MAIN STREET, EL CAJON, CA 92020  From 08/08/2025 to 09/19/2025","","22","125114-CA 14651  Puma Trail, Valley Center CA, 92082 09/19/2025 09:00 AM ENTRANCE OF THE EAST COUNTY REGIONAL CENTER, 250 E. MAIN STREET, EL CAJON, CA 92020  From 08/08/2025 to 09/19/2025","7","1"
"126109-CA","4504  Home Ave","San Diego","","09/19/2025","","126109-CA 4504  Home Ave, San Diego CA, 92105 09/19/2025 09:00 AM ENTRANCE OF THE EAST COUNTY REGIONAL CENTER, 250 E. MAIN STREET, EL CAJON, CA 92020  From 06/13/2025 to 09/19/2025","","22","126109-CA 4504  Home Ave, San Diego CA, 92105 09/19/2025 09:00 AM ENTRANCE OF THE EAST COUNTY REGIONAL CENTER, 250 E. MAIN STREET, EL CAJON, CA 92020  From 06/13/2025 to 09/19/2025","8","1"
"127439-CA","45405 Chuckwagon Road","Fresno","","09/19/2025","","127439-CA 45405 Chuckwagon Road, Squaw Valley CA, 93675 09/19/2025 10:30 AM AT THE BACKSIDE OF THE COUNTY COURTHOUSE BUILDING AT 1100 VAN NESS, FRESNO, CA 93724  From 08/15/2025 to 09/19/2025","","22","127439-CA 45405 Chuckwagon Road, Squaw Valley CA, 93675 09/19/2025 10:30 AM AT THE BACKSIDE OF THE COUNTY COURTHOUSE BUILDING AT 1100 VAN NESS, FRESNO, CA 93724  From 08/15/2025 to 09/19/2025","9","1"
"132801-CA","3842 Boren St","San Diego","","09/19/2025","","132801-CA 3842 Boren St, San Diego CA, 92115 09/19/2025 09:00 AM ENTRANCE OF THE EAST COUNTY REGIONAL CENTER, 250 E. MAIN STREET, EL CAJON, CA 92020  From 08/22/2025 to 09/19/2025","","22","132801-CA 3842 Boren St, San Diego CA, 92115 09/19/2025 09:00 AM ENTRANCE OF THE EAST COUNTY REGIONAL CENTER, 250 E. MAIN STREET, EL CAJON, CA 92020  From 08/22/2025 to 09/19/2025","10","1"
"133347-CA","00 AM ENTRANCE OF THE EAST","Chula Vista","","09/19/2025","","133347-CA 2168 Paseo Levanten, Chula Vista CA, 91913 09/19/2025 09:00 AM ENTRANCE OF THE EAST COUNTY REGIONAL CENTER, 250 E. MAIN STREET, EL CAJON, CA 92020  From 08/08/2025 to 09/19/2025","","22","133347-CA 2168 Paseo Levanten, Chula Vista CA, 91913 09/19/2025 09:00 AM ENTRANCE OF THE EAST COUNTY REGIONAL CENTER, 250 E. MAIN STREET, EL CAJON, CA 92020  From 08/08/2025 to 09/19/2025","11","1"
"049319-CA","173 CLAYTON AVE","San Jose","","09/19/2025","","049319-CA 173 CLAYTON AVE , SAN JOSE CA, 95110 09/19/2025 10:00 AM At the Gated North Market Street entrance of the Superior Courthouse, 191 N. First Street, San Jose, CA  95113  From 08/15/2025 to 09/19/2025","","22","049319-CA 173 CLAYTON AVE , SAN JOSE CA, 95110 09/19/2025 10:00 AM At the Gated North Market Street entrance of the Superior Courthouse, 191 N. First Street, San Jose, CA  95113  From 08/15/2025 to 09/19/2025","12","1"
"103245-CA","174 Sienna Way","Napa","","09/19/2025","","103245-CA 174 Sienna Way, American Canyon CA, 94503 09/19/2025 01:30 PM AT THE FOUNTAIN TO THE RIGHT OF THE NAPA COUNTY SUPERIOR COURT LOCATED AT 1111 THIRD STREET, NAPA, CA 94559  From 08/15/2025 to 09/19/2025","","22","103245-CA 174 Sienna Way, American Canyon CA, 94503 09/19/2025 01:30 PM AT THE FOUNTAIN TO THE RIGHT OF THE NAPA COUNTY SUPERIOR COURT LOCATED AT 1111 THIRD STREET, NAPA, CA 94559  From 08/15/2025 to 09/19/2025","13","1"
"134773-CA","22030 Scallion Dr","Santa Clarita","","09/18/2025","","134773-CA 22030 Scallion Dr, Santa Clarita CA, 91350 09/18/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650","","22","134773-CA 22030 Scallion Dr, Santa Clarita CA, 91350 09/18/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650","14","1"
"135688-CA","12182 Bradford Place","Los Angeles","","09/18/2025","","135688-CA 12182 Bradford Place, Los Angeles CA, 91344 09/18/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650","","22","135688-CA 12182 Bradford Place, Los Angeles CA, 91344 09/18/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650","15","1"
"115824-CA","417 W Audubon Drive","Fresno","","09/19/2025","","115824-CA 417 W Audubon Drive, Fresno CA, 93711 09/19/2025 10:30 AM AT THE BACKSIDE OF THE COUNTY COURTHOUSE BUILDING AT 1100 VAN NESS, FRESNO, CA 93724","","22","115824-CA 417 W Audubon Drive, Fresno CA, 93711 09/19/2025 10:30 AM AT THE BACKSIDE OF THE COUNTY COURTHOUSE BUILDING AT 1100 VAN NESS, FRESNO, CA 93724","16","1"
"135781-CA","2715 High Street","Oakland","","09/18/2025","","135781-CA 2715 High Street, Oakland CA, 94619 09/18/2025 12:00 PM At the Fallon Street EmergencyExit of the Alameda County Courthouse located at 1225 Fallon Street,Oakland, CA 94612","","22","135781-CA 2715 High Street, Oakland CA, 94619 09/18/2025 12:00 PM At the Fallon Street EmergencyExit of the Alameda County Courthouse located at 1225 Fallon Street,Oakland, CA 94612","17","1"
"135588-CA","25696 Weston Dr","Laguna Niguel","","09/18/2025","","135588-CA 25696 Weston Dr, Laguna Niguel CA, 92677 09/18/2025 09:00 AM ON THE FRONT STEPS TO THE ENTRANCE OF THE ORANGE CIVIC CENTER, 300 E. CHAPMAN, ORANGE, CA 92866","","22","135588-CA 25696 Weston Dr, Laguna Niguel CA, 92677 09/18/2025 09:00 AM ON THE FRONT STEPS TO THE ENTRANCE OF THE ORANGE CIVIC CENTER, 300 E. CHAPMAN, ORANGE, CA 92866","18","1"
"115473-CA","30 AM AT THE BACKSIDE OF THE COUNTY COURT","Fresno","","09/19/2025","","115473-CA 1028 W Lansing Wy, Fresno CA, 93705 09/19/2025 10:30 AM AT THE BACKSIDE OF THE COUNTY COURTHOUSE BUILDING AT 1100 VAN NESS, FRESNO, CA 93724","","22","115473-CA 1028 W Lansing Wy, Fresno CA, 93705 09/19/2025 10:30 AM AT THE BACKSIDE OF THE COUNTY COURTHOUSE BUILDING AT 1100 VAN NESS, FRESNO, CA 93724","19","1"
"135225-CA","9157 E Laguna Way","Elk Grove","","09/18/2025","","135225-CA 9157 E Laguna Way, Elk Grove CA, 95758 09/18/2025 01:30 PM OUTSIDE THE EAST MAIN ENTRANCE TO THE COUNTY COURTHOUSE, 720 9TH ST., SACRAMENTO, CA 95814","","22","135225-CA 9157 E Laguna Way, Elk Grove CA, 95758 09/18/2025 01:30 PM OUTSIDE THE EAST MAIN ENTRANCE TO THE COUNTY COURTHOUSE, 720 9TH ST., SACRAMENTO, CA 95814","20","1"
"129191-CA","9354 Crenshaw Boulevard","Inglewood","","09/18/2025","","129191-CA 9354 Crenshaw Boulevard, Inglewood CA, 90305 09/18/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650  From 07/10/2025 to 09/18/2025","","22","129191-CA 9354 Crenshaw Boulevard, Inglewood CA, 90305 09/18/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650  From 07/10/2025 to 09/18/2025","21","1"
"128987-CA","10232  Nick Way","Elk Grove","","09/18/2025","","128987-CA 10232  Nick Way, Elk Grove CA, 95757 09/18/2025 01:30 PM OUTSIDE THE EAST MAIN ENTRANCE TO THE COUNTY COURTHOUSE, 720 9TH ST., SACRAMENTO, CA 95814  From 08/14/2025 to 09/18/2025","","22","128987-CA 10232  Nick Way, Elk Grove CA, 95757 09/18/2025 01:30 PM OUTSIDE THE EAST MAIN ENTRANCE TO THE COUNTY COURTHOUSE, 720 9TH ST., SACRAMENTO, CA 95814  From 08/14/2025 to 09/18/2025","22","1"
"129090-CA","16732 Goat Ranch Road","Tulare","","09/18/2025","","129090-CA 16732 Goat Ranch Road, Springville CA, 93265 09/18/2025 02:00 PM AT THE FRONT ENTRANCE TO THE CITY HALL, 411 E. KERN AVE., TULARE, CA 93274  From 08/14/2025 to 09/18/2025","","22","129090-CA 16732 Goat Ranch Road, Springville CA, 93265 09/18/2025 02:00 PM AT THE FRONT ENTRANCE TO THE CITY HALL, 411 E. KERN AVE., TULARE, CA 93274  From 08/14/2025 to 09/18/2025","23","1"
"130302-CA","6711    Densmore Ave","Los Angeles","","09/18/2025","","130302-CA 6711    Densmore Ave, Van Nuys CA, 91406 09/18/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650  From 08/07/2025 to 09/18/2025","","22","130302-CA 6711    Densmore Ave, Van Nuys CA, 91406 09/18/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650  From 08/07/2025 to 09/18/2025","24","1"
"129733-CA","9327  Woodley Ave","Los Angeles","","09/18/2025","","129733-CA 9327  Woodley Ave, North Hills CA, 91343 09/18/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650  From 08/07/2025 to 09/18/2025","","22","129733-CA 9327  Woodley Ave, North Hills CA, 91343 09/18/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650  From 08/07/2025 to 09/18/2025","25","1"
"129823-CA","4090  Cresthaven Dr","Westlake Village","","09/18/2025","","129823-CA 4090  Cresthaven Dr, Westlake Village CA, 91362 09/18/2025 11:00 AM AT THE MAIN FRONT ENTRANCE TO THE COUNTY GOVERNMENT CENTER HALL OF JUSTICE LOCATED AT 800 S. VICTORIA AVE., VENTURA, CA 93003  From 07/31/2025 to 09/18/2025","","23","129823-CA 4090  Cresthaven Dr, Westlake Village CA, 91362 09/18/2025 11:00 AM AT THE MAIN FRONT ENTRANCE TO THE COUNTY GOVERNMENT CENTER HALL OF JUSTICE LOCATED AT 800 S. VICTORIA AVE., VENTURA, CA 93003  From 07/31/2025 to 09/18/2025","1","1"
"133658-CA","7446 Sylvia Way","Sacramento","","09/18/2025","","133658-CA 7446 Sylvia Way, Sacramento CA, 95822 09/18/2025 01:30 PM OUTSIDE THE EAST MAIN ENTRANCE TO THE COUNTY COURTHOUSE, 720 9TH ST., SACRAMENTO, CA 95814  From 07/17/2025 to 09/18/2025","","23","133658-CA 7446 Sylvia Way, Sacramento CA, 95822 09/18/2025 01:30 PM OUTSIDE THE EAST MAIN ENTRANCE TO THE COUNTY COURTHOUSE, 720 9TH ST., SACRAMENTO, CA 95814  From 07/17/2025 to 09/18/2025","2","1"
"129135-CA","43964 Fallon Dr","Lancaster","","09/18/2025","","129135-CA 43964 Fallon Dr, Lancaster CA, 93535 09/18/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650  From 08/07/2025 to 09/18/2025","","23","129135-CA 43964 Fallon Dr, Lancaster CA, 93535 09/18/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650  From 08/07/2025 to 09/18/2025","3","1"
"131047-CA","13083  Rajah Street","Los Angeles","","09/18/2025","","131047-CA 13083  Rajah Street, Los Angeles CA, 91342 09/18/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650  From 08/07/2025 to 09/18/2025","","23","131047-CA 13083  Rajah Street, Los Angeles CA, 91342 09/18/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650  From 08/07/2025 to 09/18/2025","4","1"
"129856-CA","00 AM at the Fallon Street","Oakland","","09/18/2025","","129856-CA 959 70Th Ave, Oakland CA, 94621 09/18/2025 09:00 AM at the Fallon Street Steps Alameda County Courthouse, 1225 Fallon Street, Oakland, CA 94612","","23","129856-CA 959 70Th Ave, Oakland CA, 94621 09/18/2025 09:00 AM at the Fallon Street Steps Alameda County Courthouse, 1225 Fallon Street, Oakland, CA 94612","5","1"
"132615-CA","649 Jade Pl","Livermore","","09/18/2025","","132615-CA 649 Jade Pl, Livermore CA, 94550 09/18/2025 12:00 PM At the Fallon Street EmergencyExit of the Alameda County Courthouse located at 1225 Fallon Street,Oakland, CA 94612","","23","132615-CA 649 Jade Pl, Livermore CA, 94550 09/18/2025 12:00 PM At the Fallon Street EmergencyExit of the Alameda County Courthouse located at 1225 Fallon Street,Oakland, CA 94612","6","1"
"121524-CA","5467  Crittenden Street","Oakland","","09/18/2025","","121524-CA 5467  Crittenden Street, Oakland CA, 94601 09/18/2025 12:00 PM At the Fallon Street EmergencyExit of the Alameda County Courthouse located at 1225 Fallon Street,Oakland, CA 94612  From 08/13/2025 to 09/18/2025","","23","121524-CA 5467  Crittenden Street, Oakland CA, 94601 09/18/2025 12:00 PM At the Fallon Street EmergencyExit of the Alameda County Courthouse located at 1225 Fallon Street,Oakland, CA 94612  From 08/13/2025 to 09/18/2025","7","1"
"125216-CA","19539  Gravina St","Rowland Heights","","09/18/2025","","125216-CA 19539  Gravina St, Rowland Heights CA, 91748 09/18/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650  From 07/10/2025 to 09/18/2025","","23","125216-CA 19539  Gravina St, Rowland Heights CA, 91748 09/18/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650  From 07/10/2025 to 09/18/2025","8","1"
"124417-CA","10162 Crawford Way","Sacramento","","09/18/2025","","124417-CA 10162 Crawford Way, Sacramento CA, 95827 09/18/2025 01:30 PM OUTSIDE THE EAST MAIN ENTRANCE TO THE COUNTY COURTHOUSE, 720 9TH ST., SACRAMENTO, CA 95814  From 08/14/2025 to 09/18/2025","","23","124417-CA 10162 Crawford Way, Sacramento CA, 95827 09/18/2025 01:30 PM OUTSIDE THE EAST MAIN ENTRANCE TO THE COUNTY COURTHOUSE, 720 9TH ST., SACRAMENTO, CA 95814  From 08/14/2025 to 09/18/2025","9","1"
"125910-CA","3243 Madeline Street","Oakland","","09/18/2025","","125910-CA 3243 Madeline Street, Oakland CA, 94602 09/18/2025 09:00 AM at the Fallon Street Steps Alameda County Courthouse, 1225 Fallon Street, Oakland, CA 94612  From 08/07/2025 to 09/18/2025","","23","125910-CA 3243 Madeline Street, Oakland CA, 94602 09/18/2025 09:00 AM at the Fallon Street Steps Alameda County Courthouse, 1225 Fallon Street, Oakland, CA 94612  From 08/07/2025 to 09/18/2025","10","1"
"128101-CA","2214 Cheim Blvd","Marysville","","09/18/2025","","128101-CA 2214 Cheim Blvd, Marysville CA, 95901 09/18/2025 01:30 PM AT THE MAIN ENTRANCE TO THE COUNTY COURTHOUSE LOCATED AT 215 5TH ST., MARYSVILLE, CA 95901  From 08/14/2025 to 09/18/2025","","23","128101-CA 2214 Cheim Blvd, Marysville CA, 95901 09/18/2025 01:30 PM AT THE MAIN ENTRANCE TO THE COUNTY COURTHOUSE LOCATED AT 215 5TH ST., MARYSVILLE, CA 95901  From 08/14/2025 to 09/18/2025","11","1"
"128369-CA","10515 S Manhattan Pl","Los Angeles","","09/18/2025","","128369-CA 10515 S Manhattan Pl, Los Angeles CA, 90047 09/18/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650  From 07/24/2025 to 09/18/2025","","23","128369-CA 10515 S Manhattan Pl, Los Angeles CA, 90047 09/18/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650  From 07/24/2025 to 09/18/2025","12","1"
"117077-CA","4384 W Ave","Lancaster","","09/18/2025","","117077-CA 4384 W Ave M-11, Lancaster CA, 93536 09/18/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650  From 07/10/2025 to 09/18/2025","","23","117077-CA 4384 W Ave M-11, Lancaster CA, 93536 09/18/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650  From 07/10/2025 to 09/18/2025","13","1"
"127875-CA","30 PM Outside the Memorial Court gates by Van Ness Avenue","San Francisco","","09/18/2025","","127875-CA 245 5Th St Ste 201, San Francisco CA, 94103 09/18/2025 01:30 PM Outside the Memorial Court gates by Van Ness Avenue between 301 and 401 Van Ness Avenue, San Francisco, CA 94102  From 07/17/2025 to 09/18/2025","","23","127875-CA 245 5Th St Ste 201, San Francisco CA, 94103 09/18/2025 01:30 PM Outside the Memorial Court gates by Van Ness Avenue between 301 and 401 Van Ness Avenue, San Francisco, CA 94102  From 07/17/2025 to 09/18/2025","14","1"
"124245-CA","8622 Elnora St","Pico Rivera","","09/18/2025","","124245-CA 8622 Elnora St, Pico Rivera CA, 90660 09/18/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650  From 08/07/2025 to 09/18/2025","","23","124245-CA 8622 Elnora St, Pico Rivera CA, 90660 09/18/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650  From 08/07/2025 to 09/18/2025","15","1"
"125912-CA","325 Kitty Hawk Rd","Alameda","","09/18/2025","","125912-CA 325 Kitty Hawk Rd, Alameda CA, 94501 09/18/2025 09:00 AM at the Fallon Street Steps Alameda County Courthouse, 1225 Fallon Street, Oakland, CA 94612","","23","125912-CA 325 Kitty Hawk Rd, Alameda CA, 94501 09/18/2025 09:00 AM at the Fallon Street Steps Alameda County Courthouse, 1225 Fallon Street, Oakland, CA 94612","16","1"
"126445-CA","1438 Hillside Drive","Glendale","","09/18/2025","","126445-CA 1438 Hillside Drive, Glendale CA, 91208 09/18/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650","","23","126445-CA 1438 Hillside Drive, Glendale CA, 91208 09/18/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650","17","1"
"125797-CA","5954 Riverside Ave","Riverside","","09/18/2025","","125797-CA 5954 Riverside Ave, Huntington Park CA, 90255 09/18/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650","","23","125797-CA 5954 Riverside Ave, Huntington Park CA, 90255 09/18/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650","18","1"
"127072-CA","2902 Dashwood Street","Lakewood","","09/18/2025","","127072-CA 2902 Dashwood Street, Lakewood CA, 90712 09/18/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650","","23","127072-CA 2902 Dashwood Street, Lakewood CA, 90712 09/18/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650","19","1"
"122083-CA","6564  Bradley Pl","Los Angeles","","09/18/2025","","122083-CA 6564  Bradley Pl, Los Angeles CA, 90056 09/18/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650","","23","122083-CA 6564  Bradley Pl, Los Angeles CA, 90056 09/18/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650","20","1"
"084741-CA","2255 NORTHPARK STREET","Thousand Oaks","","09/18/2025","","084741-CA 2255 NORTHPARK STREET, THOUSAND OAKS CA, 91362 09/18/2025 11:00 AM AT THE MAIN FRONT ENTRANCE TO THE COUNTY GOVERNMENT CENTER HALL OF JUSTICE LOCATED AT 800 S. VICTORIA AVE., VENTURA, CA 93003  From 08/14/2025 to 09/18/2025","","23","084741-CA 2255 NORTHPARK STREET, THOUSAND OAKS CA, 91362 09/18/2025 11:00 AM AT THE MAIN FRONT ENTRANCE TO THE COUNTY GOVERNMENT CENTER HALL OF JUSTICE LOCATED AT 800 S. VICTORIA AVE., VENTURA, CA 93003  From 08/14/2025 to 09/18/2025","21","1"
"073185-CA","7122 WELLESLEY AVE","Westminster","","09/18/2025","","073185-CA 7122 WELLESLEY AVE, WESTMINSTER CA, 92683 09/18/2025 09:00 AM ON THE FRONT STEPS TO THE ENTRANCE OF THE ORANGE CIVIC CENTER, 300 E. CHAPMAN, ORANGE, CA 92866  From 08/14/2025 to 09/18/2025","","23","073185-CA 7122 WELLESLEY AVE, WESTMINSTER CA, 92683 09/18/2025 09:00 AM ON THE FRONT STEPS TO THE ENTRANCE OF THE ORANGE CIVIC CENTER, 300 E. CHAPMAN, ORANGE, CA 92866  From 08/14/2025 to 09/18/2025","22","1"
"012319-CA","00 AM Behind the fountain located in Civic Center Pl","Los Angeles","","09/18/2025","","012319-CA 1620 E 33RD ST, LOS ANGELES CA, 90011 09/18/2025 10:00 AM Behind the fountain located in Civic Center Plaza, 400 Civic Center Plaza, Pomona, CA  91766  From 08/14/2025 to 09/18/2025","","23","012319-CA 1620 E 33RD ST, LOS ANGELES CA, 90011 09/18/2025 10:00 AM Behind the fountain located in Civic Center Plaza, 400 Civic Center Plaza, Pomona, CA  91766  From 08/14/2025 to 09/18/2025","23","1"
"133334-CA","9835 Lyndhurst Street","Oakland","","09/17/2025","","133334-CA 9835 Lyndhurst Street, Oakland CA, 94603 09/17/2025 12:00 PM AT THE FALLON ST. EMERGENCY EXIT OF THE ALAMEDA COUNTY COURTHOUSE, 1225 FALLON ST. , OAKLAND, CA 94612  From 07/16/2025 to 09/17/2025","","23","133334-CA 9835 Lyndhurst Street, Oakland CA, 94603 09/17/2025 12:00 PM AT THE FALLON ST. EMERGENCY EXIT OF THE ALAMEDA COUNTY COURTHOUSE, 1225 FALLON ST. , OAKLAND, CA 94612  From 07/16/2025 to 09/17/2025","24","1"
"133651-CA","36990 Old Cary Rd","Corona","","09/17/2025","","133651-CA 36990 Old Cary Rd, Anza CA, 92539 09/17/2025 01:00 PM In the courtyard, of the Historic Corona Civic Center, 815 W Sixth St, Corona, CA 92882  From 08/06/2025 to 09/17/2025","","23","133651-CA 36990 Old Cary Rd, Anza CA, 92539 09/17/2025 01:00 PM In the courtyard, of the Historic Corona Civic Center, 815 W Sixth St, Corona, CA 92882  From 08/06/2025 to 09/17/2025","25","1"
"037695-CA","00 AM VINEYARD","Los Angeles","","09/18/2025","","037695-CA W 94TH ST, LOS ANGELES  CA, 90044 09/18/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650  From 08/07/2025 to 09/18/2025","","24","037695-CA W 94TH ST, LOS ANGELES  CA, 90044 09/18/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650  From 08/07/2025 to 09/18/2025","1","1"
"073248-CA","15508 DITTMAR DR","Whittier","","09/18/2025","","073248-CA 15508 DITTMAR DR, WHITTIER CA, 90603 09/18/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650  From 08/07/2025 to 09/18/2025","","24","073248-CA 15508 DITTMAR DR, WHITTIER CA, 90603 09/18/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650  From 08/07/2025 to 09/18/2025","2","1"
"134584-CA","3946 Louis Rd","Palo Alto","","09/17/2025","","134584-CA 3946 Louis Rd, Palo Alto CA, 94303 09/17/2025 10:00 AM AT THE GATED NORTH MARKET STREET ENTRANCE, SUPERIOR COURTHOUSE, 191 N. 1st Street, San Jose, CA 95113","","24","134584-CA 3946 Louis Rd, Palo Alto CA, 94303 09/17/2025 10:00 AM AT THE GATED NORTH MARKET STREET ENTRANCE, SUPERIOR COURTHOUSE, 191 N. 1st Street, San Jose, CA 95113","3","1"
"133545-CA","78930 Champagne Lane","Corona","","09/17/2025","","133545-CA 78930 Champagne Lane, Palm Desert CA, 92211 09/17/2025 09:00 AM AT THE FRONT STEPS TO THE ENTRANCE OF THE FORMER CORONA POLICE DEPARTMENT, 849 W. SIXTH STREET, CORONA, CA 92882","","24","133545-CA 78930 Champagne Lane, Palm Desert CA, 92211 09/17/2025 09:00 AM AT THE FRONT STEPS TO THE ENTRANCE OF THE FORMER CORONA POLICE DEPARTMENT, 849 W. SIXTH STREET, CORONA, CA 92882","4","1"
"134583-CA","47102 Navajo Ave","Madera","","09/17/2025","","134583-CA 47102 Navajo Ave, Coarsegold CA, 93614 09/17/2025 11:00 AM At the main entrance to the County Government Center, 209 West Yosemite, Madera, CA 93637","","24","134583-CA 47102 Navajo Ave, Coarsegold CA, 93614 09/17/2025 11:00 AM At the main entrance to the County Government Center, 209 West Yosemite, Madera, CA 93637","5","1"
"134696-CA","9410 Downey Avenue","Downey","","09/17/2025","","134696-CA 9410 Downey Avenue, Downey CA, 90240 09/17/2025 10:30 AM BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766","","24","134696-CA 9410 Downey Avenue, Downey CA, 90240 09/17/2025 10:30 AM BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766","6","1"
